,Start_Time,SPEED,Coolant Temp,Engine Load,Throttle_pos_b,End_Time
26,1723731941.7212927,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
27,1723731942.0752952,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
28,1723731942.4293132,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
29,1723731942.7833369,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
30,1723731943.1373563,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
31,1723731943.4973736,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
32,1723731943.8513951,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
33,1723731944.2054129,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
34,1723731944.5594327,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
35,1723731944.9134512,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
36,1723731945.26747,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
37,1723731945.6214943,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
38,1723731945.981525,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
39,1723731946.3415337,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
40,1723731946.7015562,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
41,1723731947.0615745,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
42,1723731947.421593,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
43,1723731947.7816133,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
44,1723731948.141631,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
45,1723731948.501652,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
46,1723731948.8616726,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
47,1723731949.2222092,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
48,1723731949.57571,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
49,1723731949.9297307,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
50,1723731950.2837489,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
51,1723731950.6377704,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
52,1723731950.991801,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
53,1723731951.3458097,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
54,1723731951.69989,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
55,1723731952.053852,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
56,1723731952.407872,0.0 kilometer_per_hour,61 degree_Celsius,0.0 percent,,
